,name,region,X,Y
6828,Cragganmore 11 Year Old 2000 - Old Malt Cask  (Douglas Laing),Speyside Whisky,0.05528176525489811,-0.05015111833543012
6829,Singleton of Dufftown 18 Year Old 1l,Speyside Whisky,0.6797449327282846,-0.4021985888367214
6830,Highland Park 1998 1l,Island Whisky,0.34660402940369306,-0.3096716556849643
6831,Macduff 40 Year Old 1968 - Peerless (Duncan Taylor),Highland Whisky,0.8557747374505846,0.055707902577614425
6832,Glenburgie 22 Year Old 1988 Cask 11240 - Rare Auld (Duncan Taylor),Speyside Whisky,0.44355151582334496,-0.36373342568856176
6833,"Glenglassaugh ""The First Cask""",Highland Whisky,0.3560528022973713,-0.16652605248693733
6834,Bowmore 15 Year Old Feis Ile 2011,Islay Whisky,0.6262661387862941,-0.13068131498901658
6835,Ardbeg Feis Ile 2011,Islay Whisky,0.8352215328319476,0.3245828513366757
6836,Bowmore 8 Year Old 1999 - Feis Ile 2008,Islay Whisky,0.5775325852130441,0.006990165655454794
6837,Bunnahabhain 11 Year Old 1997 (Adelphi),Islay Whisky,0.3385829238451288,-0.26728735222342304
6839,Ardbeg 1978,Islay Whisky,0.9248486894444022,0.49106975762825195
6840,Mortlach Royal Wedding (Gordon and MacPhail),Speyside Whisky,0.03025681485644474,-0.7498178235915254
6841,Edradour 30 Year Old,Highland Whisky,0.2471770417811981,-0.29849192430816646
6842,Edradour 12 Year Old 1995 Chardonnay Cask Finish - Straight From The Cask,Highland Whisky,-0.33088021826734326,-0.048470617467963203
6843,Edradour 11 Year Old 1996 Super Tuscan Cask Finish - Straight from the Cask,Highland Whisky,0.8739583338939643,-0.14466274458855985
6844,Deanston 1967,Highland Whisky,0.347071176039654,-0.4805689029132739
6845,Cragganmore 17 Year Old,Speyside Whisky,0.24014454764473508,-0.4463525696987552
6846,Cragganmore 1988 Port Wood Finish - Distillers Edition,Speyside Whisky,0.39680172288691584,-0.5202909200794137
6847,Convalmore 28 Year Old,Speyside Whisky,0.7256054272647312,-0.4482796344358938
6848,Bruichladdich 14 Year Old - Links Series K Club,Islay Whisky,0.733348636404901,-0.1297001708944831
6849,Edradour 11 Year Old 1996 Côtes de Provence Cask Finish - Straight From The Cask,Highland Whisky,0.8536800875632892,-0.7373009366662177
6850,Arran Oloroso Sherry Cask Finish,Island Whisky,0.26053338989199937,-0.1755952748709009
6851,Aberfeldy 1989 - Connoisseurs Choice (Gordon and MacPhail),Highland Whisky,0.874894947246443,-0.3307325341331777
6852,Bladnoch 13 Year Old,Lowland Whisky,0.19048389348757144,0.17374878761048282
6853,Ardmore 1990 - Gordon and MacPhail,Highland Whisky,0.6420832653693844,0.5051379282376414
6854,anCnoc 1990,Highland Whisky,0.18462351706747523,-0.29308507632764813
6855,anCnoc 30 Year Old 1975,Highland Whisky,0.4783147791340161,-0.4412601068063817
6856,Glenfiddich 12 Year Old 1.5l,Speyside Whisky,0.2653658165319065,0.029750953524130954
6857,Arran 10 Year Old (10th Anniversary Edition),Island Whisky,0.6263407034529782,0.13791740011842313
6858,Glen Garioch 21 Year Old,Highland Whisky,0.3954148361132873,-0.10535048805237401
6859,Aberlour 15 Year Old,Speyside Whisky,0.6890006547806188,0.1777730025918739
6860,Glen Garioch 15 Year Old,Highland Whisky,0.8012555287852301,0.29289798138479717
6861,Bruichladdich 1998 Oloroso Sherry Cask,Islay Whisky,0.7468189828339042,0.035617243588450385
6862,Glenfarclas 19 Year Old 1972,Speyside Whisky,0.9637739843865427,-0.7212240826351914
6863,Bladnoch 15 Year Old - Sheep Label,Lowland Whisky,0.2224128084735744,-0.16255251856476693
6864,Bunnahabhain 40 Year Old 1963,Islay Whisky,0.8974205834987725,0.5841584583594962
6865,Bruichladdich 3D Moine Mhor,Islay Whisky,0.6499994838312617,0.7837653745932496
6866,Glenlochy 1968 - Rare Old (Gordon and MacPhail),Highland Whisky,0.3300588030877726,-0.04636097006227442
6867,Mortlach 1970 (Gordon and MacPhail),Speyside Whisky,0.7220862198238666,-0.17356612884773095
6868,Dalmore 1995 Vintage Age Of Exploration,Highland Whisky,0.20466372005592964,-0.4969269026633761
6869,Benromach 2000 Madeira Wood Finish,Speyside Whisky,0.19607524025378129,-0.7714200944845987
6870,Aberlour A'Bunadh Batch 26,Speyside Whisky,0.5241957504017473,-0.5473583248855376
6871,Aberlour A'Bunadh Batch 28,Speyside Whisky,0.7902218532335405,-0.07739014277993683
6872,Glen Scotia 1999 Select Cask No. 525,Campbeltown Whisky,0.9104288919437346,0.3425302609466005
6873,Clynelish 1995 - Cask Strength (Gordon and MacPhail),Highland Whisky,0.5650685203850007,-0.12158851485901798
6874,Ardbeg Mor 10 Year Old,Islay Whisky,0.46687661873425446,1.0635554454513243
6875,Laphroaig 16 Year Old 1992 - Old Malt Cask (Douglas Laing),Islay Whisky,1.150011934222344,1.186612849150531
6876,Dalmore 18 Year Old 1990 - Cask Strength Collection (Signatory),Highland Whisky,0.298575486404549,-0.48078648778399374
6877,Glen Grant 8 Year Old 2003 - Provenance (Douglas Laing),Speyside Whisky,0.3381978848966751,-0.31746365736602655
6878,Scapa 15 Year Old 1993 - Old Malt Cask (Douglas Laing),Island Whisky,0.5989516895114895,-0.22259669270880447
6880,Caol Ila 18 Year Old 1991 (Murray McDavid),Islay Whisky,0.5494318780481018,0.514083527509492
6881,Glenturret 18 Year Old 1990 - Chieftain's Ian MacLeod),Highland Whisky,0.6500324739614873,-0.17310165096475863
6882,Arran Fino Sherry Cask Finish,Island Whisky,0.11655544399501737,0.1143298575379785
6883,Kilchoman Spring 2010 Release,Islay Whisky,1.1772135417759366,0.3575863536797007
6884,Bladnoch 6 Year Old Lightly Peated,Lowland Whisky,0.58546770846021,0.6484480119484419
6885,Glenallachie 36 Year Old 1973 (Adelphi),Speyside Whisky,0.45890843656483615,-0.5728089619308683
6886,Bowmore 12 Year Old Enigma,Islay Whisky,0.5620206882388694,-0.19398262599427146
6887,Bruichladdich 20 Year Old ‘Flirtation’ (3rd Edition),Islay Whisky,0.846379296258406,-0.43433258916617656
6888,Caol Ila 25 Year Old 1984 Cask 3637 - Cask Strength Collection (Signatory),Islay Whisky,1.05541733711022,0.09113179170733775
6889,Benrinnes 14 Year Old 1994 - Dun Bheagan (Ian MacLeod),Speyside Whisky,0.33731711718137253,-0.29235720367593443
6890,Caol Ila 8 Year Old 1999 Unpeated (2008 Special Release),Islay Whisky,0.3655365184609786,-0.17007521190020178
6891,Glenrothes 11 Year Old 1998 (Murray McDavid),Speyside Whisky,0.4447304367106202,-0.528699420982608
6892,Tobermory 14 Year Old 1996 - Old Malt Cask (Douglas Laing),Island Whisky,0.34932185861125137,-0.163317192929313
6893,Glenlivet 31 Year Old 1978 (Adelphi),Speyside Whisky,0.45012211362343724,-0.2826745333000248
6894,Bunnahabhain 12 Year Old 1997 Heavily Peated Casks 5342 & 5484 - Cask Strength Collection (Signatory),Islay Whisky,0.7798940619579697,0.5947286262480226
6895,Laphroaig 19 Year Old 1990 Cask 89 - Cask Strength Collection (Signatory),Islay Whisky,1.2482751466648312,1.1815020158696536
6896,Edradour Ballechin #1 Burgundy Cask Matured (The Discovery Series),Highland Whisky,0.8652979762038985,0.3214819342585103
6897,Royal Lochnagar 23 Year Old 1984 - Old Malt Cask (Douglas Laing),Highland Whisky,0.37005954924465795,-0.3556126932621203
6898,Lagavulin 1993 (bottled 2009) Pedro Ximénez Cask Finish - Distillers Edition,Islay Whisky,0.9048998092414386,0.16807346781660767
6899,Edradour 12 Year Old 1997 Sassicaia Cask Finish - Straight from the Cask,Highland Whisky,0.6513568542631984,-0.419961015405128
6900,Benriach - Batch 2 (That Boutique-y Whisky Company),Speyside Whisky,-0.15687156813350941,-0.02174967093753998
6901,Glenkinchie 21 Year Old 1987 - Cask Strength Collection (Signatory),Lowland Whisky,0.24656725323894138,-0.4387372197865824
6902,Glenlossie 18 Year Old 1993 - Old Malt Cask (Douglas Laing),Speyside Whisky,0.04209408560920097,-0.3357985981517964
6903,Glen Moray 13 Year Old 1996 - Dun Bheagan (Ian MacLeod),Speyside Whisky,0.8388810727419727,0.00011701478077083953
6904,Glencadam 15 Year Old (Old Bottle),Highland Whisky,0.7445821662710447,-0.03600228387835653
6905,Aultmore - Batch 3 (That Boutique-y Whisky Company),Speyside Whisky,0.002067174785140388,0.064043991228106
6906,Glenfarclas 40 Year Old 105,Speyside Whisky,0.7519660124818659,-0.5371981966216954
6907,The Macallan in Lalique Natural Colour 55 Year Old - The Six Pillars Collection,Speyside Whisky,0.7662581231401236,0.46843839632346684
6908,Glenfarclas 1967 Family Cask Release II,Speyside Whisky,0.9801476726250582,-0.6638782359118105
6909,Bowmore 7 Year Old 2002 (Murray McDavid),Islay Whisky,0.5575633049232659,-0.20859227844470277
6910,Lagavulin 12 Year Old (2012 Special Release),Islay Whisky,0.5708353552990695,0.2761114034210891
6911,Glenfarclas 1982 Family Cask,Speyside Whisky,0.6275859798380239,-0.2571761462158894
6912,Bruichladdich 17 Year Old Pedro Ximénez Sherry Cask Finish,Islay Whisky,0.6013848321639284,-0.41352174285185006
6913,Bowmore 40 Year Old 1968 - Peerless (Duncan Taylor),Islay Whisky,0.5317173319353791,-0.14961620613991267
6914,Caol Ila 30 Year Old - Single Cask (Master of Malt),Islay Whisky,0.4984322042045059,-0.0816385599286008
6915,Dailuaine 15 Year Old 1997 - Old Malt Cask (,Speyside Whisky,0.44250638162576184,-0.3185592072973855
6916,Edradour 24 Year Old 1985 Pedro Ximénez Cask Finish,Highland Whisky,-0.11432380296612502,-0.4697812863757848
6917,Highland Park 23 Year Old 1986 Cask 2274 - Cask Strength Collection (Signatory),Island Whisky,0.4578826165028359,0.4546596286052519
6918,Glenfarclas 1962 Family Cask,Speyside Whisky,0.996591439379304,-0.07803150958815769
6919,Benromach 1968,Speyside Whisky,0.19270467593583834,-0.6088036240111325
6920,Glenkinchie 1986 Amontillado Finish - Distillers Edition 1l,Lowland Whisky,0.3342546104079748,-0.322706290460801
6921,Craigellachie 10 Year Old 2002 (cask 9421) - Provenance (Douglas Laing),Speyside Whisky,0.577101943344882,-0.3654849240756752
6922,Arran 9 Year Old 1998 - Connoisseurs Choice (Gordon and MacPhail),Island Whisky,0.2691999599954975,-0.20406634508998803
6923,Caperdonich 16 Year Old 1994 - Un-Chillfiltered (Signatory),Speyside Whisky,0.5055888740789037,-0.39317988498642065
6924,Glentauchers 30 Year Old 1981 Cask 1049 - Cask Strength Collection (Signatory),Speyside Whisky,0.7844312173560782,-0.5596258693502447
6925,Caperdonich 38 Year Old 1970 (Adelphi) 10cl,Speyside Whisky,0.7027299722795187,0.19832062344125806
6926,Macallan 12 Year Old 1998 (Murray McDavid),Speyside Whisky,0.33936286799279014,-0.509845677553231
6927,Edradour 12 Year Old 1998 Sassicaia Cask Finish - Straight from the Cask,Highland Whisky,0.7158027877674384,-0.33965365575624984
6928,Octomore 04.1,Islay Whisky,0.6054400971058136,0.34326470183004626
6929,Mortlach 19 Year Old 1991 - Un-Chillfiltered (Signatory),Speyside Whisky,0.317032710010109,-0.5274611710494119
6930,Caol Ila 1980 (Berry Bros. & Rudd),Islay Whisky,0.8099240755782304,0.1682592041312002
6931,Highland Park 13 Year Old 1997 (Adelphi),Island Whisky,0.38821507995531307,-0.07215118367622846
6932,Bunnahabhain 13 Year Old 1997 Heavily Peated Casks 5583 & 5584 - Cask Strength Collection (Signatory),Islay Whisky,0.7938134028932818,0.5133917033815306
6933,Bunnahabhain 9 Year Old 2000 (Adelphi) 10cl,Islay Whisky,0.019693845471208116,-0.6386117703919496
6934,Strathmill 24 Year Old 1986 (Adelphi),Speyside Whisky,0.4894037361400909,-0.4206398369291396
6935,Aberlour 20 Year Old 1990 Cask 101778 - Cask Strength Collection (Signatory),Speyside Whisky,0.5562098447714374,-0.21724218214562724
6936,Rare Ayrshire 34 Year Old 1975 Cask 558 - Cask Strength Collection (Signatory),Lowland Whisky,0.8099912351858057,-0.4939953586858252
6937,Bunnahabhain 13 Year Old 1997 (Adelphi),Islay Whisky,0.7843115058877441,0.6525894033070144
6938,Glen Scotia 2000 Select Cask No. 337,Campbeltown Whisky,0.9283991449946063,0.707829736904226
6939,Imperial 15 Year Old 1995 Casks 50320 & 50321 - Un-Chillfiltered (Signatory),Speyside Whisky,0.6477670806357072,0.017209680257667268
6940,Mortlach 22 Year Old 1989 - Rare Auld (Duncan Taylor),Speyside Whisky,0.6245796193908353,-0.40349156078760284
6941,Bunnahabhain 9 Year Old 2001 Cask 1763 - Cask Strength Collection (Signatory),Islay Whisky,0.4175627030254427,0.492928898961144
6942,Cragganmore 23 Year Old 1987 - Rare Auld (Duncan Taylor),Speyside Whisky,0.5936353693375043,-0.4068259427982798
6943,Caol Ila 11 Year Old 1999 (Signatory),Islay Whisky,0.601156567122733,-0.012580242745906023
6944,Highland Park 20 Year Old 1991 Cask 15116 - Un-Chillfiltered (Signatory),Island Whisky,0.6920228032615922,-0.29654421120342767
6945,Bowmore 29 Year Old 1982 - Rare Auld (Duncan Taylor),Islay Whisky,0.1014265241318827,-0.3420164629924394
6946,Glenfarclas 1987 Single Oloroso Cask,Speyside Whisky,0.5498068531566942,-0.3562341964195056
6947,Blair Athol 22 Year Old 1989 - Rare Auld (Duncan Taylor),Highland Whisky,0.7155173467974865,-0.4386612415583727
6948,Mosstowie 32 Year Old 1979 - Cask Strength Collection (Signatory),Speyside Whisky,0.6559074042151749,-0.29850399974378533
6949,Highland Park 20 Year Old 1990 Cask 15697 - Cask Strength Collection (Signatory),Island Whisky,0.4870370290762263,0.4858452818890807
6950,Clynelish 18 Year Old 1992 - Un-Chillfiltered (Signatory),Highland Whisky,0.6248365326333974,0.018226346545366146
6951,Littlemill 18 Year Old 1990 - Mission (Murray McDavid),Lowland Whisky,0.479849739552891,0.04100297921085609
6952,Inchgower 36 Year Old 1974 - Single Cask (Master of Malt),Speyside Whisky,0.1373425379118338,-0.2683499510659761
6953,Laphroaig 16 Year Old 1995 Cask 43 - Cask Strength Collection (Signatory),Islay Whisky,0.916795846383967,0.8583769437275037
6954,Ardbeg 17 Year Old 1994 - Mission (Murray McDavid),Islay Whisky,0.42018576221935133,0.43281740274539915
6955,Aberlour 18 Year Old 1993 - Dimensions (Duncan Taylor),Speyside Whisky,0.43242491984177295,-0.2043715983802597
6956,Dailuaine 27 Year Old 1983 – Single Cask (Master of Malt),Speyside Whisky,0.3727377435001099,-0.21782073460757098
6957,Arran Madeira Wine Cask Finish,Island Whisky,0.7044974443220696,-0.18742238778918346
6958,Bowmore 25 Year Old 1985 Cask 32206 - Cask Strength Collection (Signatory),Islay Whisky,0.9128827634744683,0.9739305493411246
6959,Ardbeg 18 Year Old 1993 - Mission (Murray McDavid),Islay Whisky,0.8721616639580195,0.3114862458557643
6960,Glendullan 13 Year Old 1997 - Un-Chillfiltered (Signatory),Speyside Whisky,0.35570438847107866,-0.2802243950711247
6961,Linkwood 26 Year Old 1984 Cask 5266 (Adelphi),Speyside Whisky,0.24458566547280688,-0.4843812982897695
6962,Glenfarclas 1993 Family Cask,Speyside Whisky,0.8671547823487612,-0.4182960396233906
6963,Glentauchers 30 Year Old 1981 Cask 1057 - Cask Strength Collection (Signatory),Speyside Whisky,0.7478232881922633,-0.32201540729555544
6964,Glenrothes 40 Year Old 1970 - The Octave (Duncan Taylor) 40.9%,Speyside Whisky,0.6734480929568817,-0.5100558671490495
6965,Bladnoch 20 Year Old 1990 (cask 5767),Lowland Whisky,0.5540041176583592,-0.04116789711804705
6966,Mortlach 13 Year Old 1998 (Signatory),Speyside Whisky,0.5204968929108342,-0.5229852893776207
6967,Caol Ila 18 Year Old 1990 - Mission (Murray McDavid),Islay Whisky,0.6725532503175666,-0.09522598794303856
6968,Bunnahabhain 10 Year Old 2000 (Adelphi),Islay Whisky,0.4981359993742989,0.5124072325129465
6969,Dailuaine 27 Year Old 1983 (Adelphi),Speyside Whisky,0.416515958828633,-0.26080615998017753
6970,Teaninich 27 Year Old 1983 - Cask Strength Collection (Signatory),Highland Whisky,0.20382604047457342,-0.15392756061127127
6971,Aberlour A'Bunadh Batch 39,Speyside Whisky,0.5652939595432495,-0.6314112121172643
6972,Laphroaig 16 Year Old 1995 Cask 47 - Cask Strength Collection (Signatory),Islay Whisky,0.5896424269377593,0.575175803858162
6973,Arran - Batch 3 (That Boutique-y Whisky Company),Island Whisky,0.09779965135476473,-0.4144662970279423
6974,Bowmore 16 Year Old 1994 - Mission (Murray McDavid),Islay Whisky,0.37648199763952084,0.23361167434055866
6975,Aultmore 28 Year Old 1982 - Rare Auld (Duncan Taylor),Speyside Whisky,0.6769982924710749,-0.46235174754636
6976,Glen Rothes 17 Year Old 1994 - Un-Chillfiltered (Signatory),Speyside Whisky,0.571473837461119,-0.35589421081322736
6977,Ardbeg 1975 - Connoisseurs Choice (Gordon and MacPhail),Islay Whisky,0.6622924489486441,-0.02464855243256603
6978,Bladnoch 20 Year Old 1990 (cask 5338),Lowland Whisky,0.3383013600549623,-0.08316775864532698
6979,Glenburgie 12 Year Old 1999 (cask 8015) - Provenance (Douglas Laing),Speyside Whisky,0.3305139239745881,-0.25750847659140214
6980,Glen Grant 16 Year Old 1995 - Rare Auld (Duncan Taylor),Speyside Whisky,0.04167027878372505,-0.5815016062868086
6981,Longmorn 13 Year Old 1997 - Dun Bheagan (Ian MacLeod),Speyside Whisky,0.5345449198691811,-0.3423311758791168
6982,Bunnahabhain 13 Year Old 1997 Casks 5781 + 5782 - Cask Strength Collection (Signatory),Islay Whisky,0.8399471153430104,0.3946899862490611
6983,Glenfarclas 1958 Family Cask,Speyside Whisky,0.6072302632115932,-0.5713219370267114
6984,Dalmore 21 Year Old 1990 - Cask Strength Collection (Signatory),Highland Whisky,0.5697686741344234,-0.442017015763377
6985,Ben Nevis 10 Year Old 2002 (cask 334) White Port Pipe Matured,Highland Whisky,-0.47525439764408284,0.06896396650835966
6986,Deanston 15 Year Old 1994 - Old Malt Cask (Douglas Laing),Highland Whisky,0.4466739135067027,-0.5463571778365476
6987,Glen Grant 40 Year Old 1970 - Peerless (Duncan Taylor),Speyside Whisky,0.6160872376798479,-0.2973876493420747
6988,Glen Elgin 16 Year Old 1991 Cask 3927 - Old Malt Cask (Douglas Laing),Speyside Whisky,0.262677818800604,-0.08507446652162007
6989,Benromach 1999 Latitude 55,Speyside Whisky,0.5694360845258079,0.0687698756073665
6990,Ardmore 20 Year Old 1990 - Cask Strength Collection (Signatory),Highland Whisky,0.8191627650516796,0.7646037584630392
6991,Balmenach 23 Year Old 1988 (Adelphi),Speyside Whisky,0.530269146037097,-0.13957182497947632
6992,Bunnahabhain 20 Year Old 1990 - Single Cask (Master of Malt),Islay Whisky,0.6078785318903731,0.03188654929038989
6993,Glenfarclas 1972 Family Cask,Speyside Whisky,0.6753548449746059,-0.528843018468064
6994,Glen Keith 15 Year Old 1995 - Un-Chillfiltered (Signatory),Speyside Whisky,0.9373145351679201,-0.21748442384454478
6995,The Singleton of Glendullan 38 Year Old 1976 (2014 Special Release),Speyside Whisky,0.16841786405149772,-0.10624169512088633
6996,Glen Grant 18 Year Old 1992 Cask 55403 - Cask Strength Collection (Signatory),Speyside Whisky,0.4281896298528492,-0.7865215830428814
6997,Glen Ord 14 Year Old 1997 - Cask Strength Collection (Signatory),Highland Whisky,0.44501247912367015,-0.615600826431096
6998,Auchentoshan 11 Year Old 1999 - Bordeaux Cask Matured,Lowland Whisky,0.5404324480290946,-0.41796310148096755
6999,Bunnahabhain 19 Year Old 1992 (cask 1691) - Celebration of the Cask (Càrn Mòr),Islay Whisky,0.8694256453905744,-0.6073476767829445
7000,Glen Grant 21 Year Old 1990 - Dimensions (Duncan Taylor),Speyside Whisky,0.22542018635068609,-0.5160598535319821
7001,Craigellachie 21 Year Old 1990 - Dimensions (Duncan Taylor),Speyside Whisky,0.1204838205608176,0.21658974553241392
7002,Bruichladdich 36 Year Old DNA,Islay Whisky,0.6327273241515861,-0.6579220882685104
7003,Glenburgie 26 Year Old 1985 - Dimensions (Duncan Taylor),Speyside Whisky,0.3057882956030823,-0.18649374800197566
7004,Bunnahabhain 19 Year Old 1990 - Mission (Murray McDavid),Islay Whisky,0.8053547523029313,0.5505912609978434
7005,Bunnahabhain 1990 (Berry Bros. & Rudd),Islay Whisky,0.5576649548399629,-0.035787709508076346
7006,Fettercairn 14 Year Old 1996 - Un-Chillfiltered (Signatory),Highland Whisky,0.5042858250947082,-0.20534107894865467
7007,Wemyss Winter Spice 1982 (Teaninich),Highland Whisky,0.08313645272891407,-0.303547118142805
7008,Caperdonich 17 Year Old 1994 - Un-Chillfiltered (Signatory),Speyside Whisky,0.4784375726063502,0.1039426673356216
7009,Tamdhu 26 Year Old 1984 (Adelphi),Speyside Whisky,0.25031614073300573,-0.559679790397599
7010,Glentauchers 14 Year Old 1997 - Dimensions (Duncan Taylor),Speyside Whisky,0.7068909521824893,-0.3791943455159352
7011,Glenfarclas 1961 Family Cask Release VII,Speyside Whisky,0.3011309270594018,-0.613791142295124
7012,Balblair 2000 (2nd Release),Highland Whisky,0.33143252056368744,-0.37228315316121807
7013,The Glenlivet 12 Year Old (Old Edition),Speyside Whisky,0.7346373424204711,-0.5286547302753979
7014,Macallan 21 Year Old 1990 - Directors' Cut (Douglas Laing),Speyside Whisky,0.2581014290227127,-0.21878049660915883
7015,Caol Ila 12 Year Old 1999 Casks 310801 & 310806 (Signatory),Islay Whisky,1.1812863268214273,0.7805559355718465
7016,Glenglassaugh 45 Year Old 1966,Highland Whisky,0.6021435409157513,-0.5584470752470074
7017,Macallan 17 Year Old 1990 - Mission (Murray McDavid),Speyside Whisky,0.011308334413666257,-0.20474630175238834
7018,Bowmore 17 Year Old,Islay Whisky,0.5687483370443958,-0.2958472289069465
7019,Dailuaine 12 Year Old 1999 - Old Malt Cask (Douglas Laing),Speyside Whisky,0.7751707924864435,-0.6744572006658973
7020,Imperial 16yo 1995 - Dimensions (Duncan Taylor),Speyside Whisky,-0.0008279206262345601,0.7603511751213228
7021,The Glenlivet 1980 Cellar Collection,Speyside Whisky,0.6263636684817318,-0.5019499475560179
7022,Bunnahabhain 31 Year Old 1980 - Cask Strength Collection (Signatory),Islay Whisky,0.058521001421943386,-0.3449586815350527
7023,Glenturret 17 Year Old 1994 - Old Malt Cask  20cl (Douglas Laing),Highland Whisky,0.3842668491724043,-0.2306191259391276
7024,Caol Ila 1982 (Berry Bros. & Rudd),Islay Whisky,0.8920215106792995,0.8610696358459817
7025,Scapa 17 Year Old 1993 - Old Malt Cask (Douglas Laing),Island Whisky,0.38180599908847546,-0.3804326718684714
7026,Glenfarclas 1957 Family Cask Release II,Speyside Whisky,0.6195697483032536,-0.544236645182534
7027,Caol Ila 15 Year Old 1996 - Old Malt Cask (Douglas Laing),Islay Whisky,0.18911707786812307,2.030289906524456
7029,Balblair 10 Year Old,Highland Whisky,-0.03561580896718701,-0.587195965475657
7030,Strathisla 16 Year Old 1995 - Old Malt Cask (Douglas Laing),Speyside Whisky,-0.14584896426922989,0.4082387662197878
7031,Glen Elgin 26 Year Old 1985 - Dimensions (Duncan Taylor),Speyside Whisky,0.430921610252131,-0.39886518884062094
7032,Glenmorangie Original in Tin (Old Bottling),Highland Whisky,0.7563222345527577,-0.19828139588664795
7033,Caol Ila 30 Year Old 1980 - Old Malt Cask (Douglas Laing),Islay Whisky,-0.06497798118331854,-0.016250227007090952
7034,Imperial 35 Year Old 1976 - Old Malt Cask (Douglas Laing),Speyside Whisky,0.4599316718019542,-0.3353230462696704
7035,Glenrothes 13 Year Old 1998 - Dun Bheagan (Ian MacLeod),Speyside Whisky,0.608172110025621,-0.41016745433089125
7036,Ardmore 8 Year Old 2003 - Provenance (Douglas Laing),Highland Whisky,0.8733320078173139,0.1296034605930388
7037,Bn1 - Elements of Islay (Bunnahabhain),Islay Whisky,0.9258447692489389,0.37764614911042144
7038,Bowmore Cask Strength 1l,Islay Whisky,0.03537932843371256,-0.4209453289261014
7039,Inchmurrin 18 Year Old 1993 - Cask Strength Collection (Signatory),Highland Whisky,-0.3172368616319631,-0.31765625327390984
7040,Dailuaine 11 Year Old 2000 Sherry - Provenance (Douglas Laing),Speyside Whisky,0.15952339365352308,-0.47529524765825776
7041,Laphroaig 16 Year Old 1995 - Cask Strength Collection (Signatory),Islay Whisky,0.8922799480707324,0.8654409462299506
7042,Imperial 21 Year Old 1976 (Signatory Vintage),Speyside Whisky,0.031982781813694676,0.37220767726286974
7043,Balblair 1989,Highland Whisky,0.5132295475077409,-0.17601019907611945
7044,Glenrothes 24 Year Old 1987 - Dimensions (Duncan Taylor),Speyside Whisky,0.0325467832622667,-0.19730105631958572
7045,Springbank 12 Year Old Cask Strength - 58.5%,Campbeltown Whisky,0.7449659759705909,0.9333198751144473
7046,Clynelish 23 Year Old 1988 - The Octave (Duncan Taylor),Highland Whisky,0.551432085682935,0.15765282858787164
7047,Glentauchers - Batch 1 (That Boutique-y Whisky Company),Speyside Whisky,0.30319691952542493,0.10736426627034767
7048,Edradour 2003 (2nd Release) Bourbon Cask Matured Natural Cask Strength - Ibisco Decanter,Highland Whisky,0.24725603489316128,0.08015229748682359
7049,GlenDronach 19 Year Old 1993 Batch 6,Highland Whisky,0.3627517171439204,-0.40806487464175584
7050,Linkwood 16 Year Old 1995 (Signatory),Speyside Whisky,0.49117592091979456,-0.5446097050184635
7051,Balmenach 30 Year Old 1971 - Chairman's Stock (Cadenhead's),Speyside Whisky,0.25675209778403674,-0.20233109525414705
7052,Laphroaig 11 Year Old 2001 - Old Malt Cask (Douglas Laing),Islay Whisky,0.8491562719808845,0.42287911518725174
7053,Edradour 10 Year Old 2001 (cask 1015) - Straight from the Cask,Highland Whisky,0.48547356248425927,-0.6889003882970692
7054,Miltonduff 12 Year Old 1996 - Old Malt Cask (Douglas Laing),Speyside Whisky,0.8329859618532622,0.06452693750009633
7055,Balmenach 1999 - Connoisseurs Choice (Gordon & MacPhail),Speyside Whisky,0.47820731805078315,-0.13911702466742856
7056,Glenlivet 30 Year Old 1981 (Cask 9458) - Cask Strength Collection (Signatory),Speyside Whisky,-0.015379497695156515,-0.2508105719802427
7057,Aberlour 20 Year Old 1990 - Old Malt Cask (Douglas Laing),Speyside Whisky,-0.19732747592511746,-0.4157148321582593
7058,Macallan 35 Year Old 1977 (cask 8682) - Directors' Cut (Douglas Laing),Speyside Whisky,0.20673126375391723,0.0839327865885287
7059,Benriach Heredotus 12 Year Old (Pedro Ximénez Sherry Cask Finish),Speyside Whisky,0.5912588616724807,0.4005140532946852
7060,GlenDronach 22 Year Old 1990 Batch 6,Highland Whisky,0.43081592558907067,-0.5561711177730159
7061,Linkwood 13 Year Old 1997 - Old Malt Cask (Douglas Laing),Speyside Whisky,0.09833099510044543,-0.04411362873462243
7062,Craigellachie 12 Year Old 1999 - Dun Bheagan (Ian MacLeod),Speyside Whisky,0.5167983576460512,-0.22700257814311223
7063,GlenDronach 33 Year Old 1978 Batch 6,Highland Whisky,0.5505991930769192,-0.5183734402551868
7064,Clynelish 21 Year Old 1990 - Dimensions (Duncan Taylor),Highland Whisky,0.1480573229335439,-0.4930701835321172
7065,Blair Athol 12 Year Old - Premier Barrel (Douglas Laing),Highland Whisky,0.5602383813159774,-0.4251265202295471
7066,Edradour 11 Year Old 2000 Port Wood Finish - Straight from the Cask,Highland Whisky,0.19690996724716425,-0.44439987809466835
7067,Bowmore MacBeatha - 4th Edition,Islay Whisky,0.09900582118799894,1.0957473518950587
7068,Glen Scotia 17 Year Old 1991 - Mission (Murray McDavid),Campbeltown Whisky,0.5421646387078667,-0.4898632540139856
7069,Aberlour 17 Year Old - Single Cask (Master of Malt),Speyside Whisky,-0.04970563951115904,0.43882560723566455
